source,url,section,pub_date,headline,headline_len,word_count,scrape_date
The Tab,https://thetab.com/2025/04/10/a-notorious-racist-meme-is-being-used-in-assassins-creed-shadows-gameplay-and-it-needs-to-stop,gaming,2025-04-10T10:11:51+00:00,A notorious racist meme is being used in Assassin’s Creed Shadows gameplay and it needs to stop,17,875,2025-06-16T14:37:04.018088+00:00
The Tab,https://thetab.com/2025/04/10/a-notorious-racist-meme-is-being-used-in-assassins-creed-shadows-gameplay-and-it-needs-to-stop,gaming,2025-04-10T10:11:51+00:00,A notorious racist meme is being used in Assassin’s Creed Shadows gameplay and it needs to stop,17,875,2025-06-16T14:37:04.128685+00:00
The Tab,https://thetab.com/2025/04/04/a-comprehensive-look-at-the-insane-number-of-mario-kart-world-characters-in-the-game-so-far,gaming,2025-04-04T15:24:46+00:00,A comprehensive look at the insane number of Mario Kart World characters in game so far,16,645,2025-06-16T14:37:05.002821+00:00
The Tab,https://thetab.com/2025/04/04/a-comprehensive-look-at-the-insane-number-of-mario-kart-world-characters-in-the-game-so-far,gaming,2025-04-04T15:24:46+00:00,A comprehensive look at the insane number of Mario Kart World characters in game so far,16,645,2025-06-16T14:37:05.138852+00:00
The Tab,https://thetab.com/2025/04/04/pauline-botched-rosalina-skint-the-mario-kart-girlies-have-gone-viral-and-and-caused-chaos,gaming,2025-04-04T11:18:28+00:00,"Pauline ‘botched’, Rosalina skint: The Mario Kart girlies have gone viral and and caused chaos",15,717,2025-06-16T14:37:05.388749+00:00
The Tab,https://thetab.com/2025/04/04/pauline-botched-rosalina-skint-the-mario-kart-girlies-have-gone-viral-and-and-caused-chaos,gaming,2025-04-04T11:18:28+00:00,"Pauline ‘botched’, Rosalina skint: The Mario Kart girlies have gone viral and and caused chaos",15,717,2025-06-16T14:37:05.532283+00:00
The Tab,https://thetab.com/2025/04/02/heres-everything-you-need-to-know-about-the-last-of-us-ps5-special-edition-right-now,gaming,2025-04-02T14:36:52+00:00,Here’s everything you need to know about The Last of Us PS5 special edition right now,16,624,2025-06-16T14:37:06.255207+00:00
The Tab,https://thetab.com/2025/04/02/heres-everything-you-need-to-know-about-the-last-of-us-ps5-special-edition-right-now,gaming,2025-04-02T14:36:52+00:00,Here’s everything you need to know about The Last of Us PS5 special edition right now,16,624,2025-06-16T14:37:06.408882+00:00
The Tab,https://thetab.com/2025/03/27/the-next-season-of-fortnite-is-35-days-long-here-are-all-the-rumours-and-leaks-to-explain-why,gaming,2025-03-27T10:32:00+00:00,The next season of Fortnite is 35 days long!? Here are all the rumours and leaks to explain why,19,852,2025-06-16T14:37:06.618727+00:00
The Tab,https://thetab.com/2025/03/27/the-next-season-of-fortnite-is-35-days-long-here-are-all-the-rumours-and-leaks-to-explain-why,gaming,2025-03-27T10:32:00+00:00,The next season of Fortnite is 35 days long!? Here are all the rumours and leaks to explain why,19,852,2025-06-16T14:37:06.798208+00:00
The Tab,https://thetab.com/2025/05/26/macron-responds-to-that-video-with-brigitte-but-a-body-language-expert-has-another-version,politics,2025-05-26T15:18:35+00:00,"Macron responds to *that* video with Brigitte, but a body language expert has another version",15,803,2025-06-16T14:37:07.651335+00:00
The Tab,https://thetab.com/2025/05/26/macron-responds-to-that-video-with-brigitte-but-a-body-language-expert-has-another-version,politics,2025-05-26T15:18:35+00:00,"Macron responds to *that* video with Brigitte, but a body language expert has another version",15,803,2025-06-16T14:37:07.808787+00:00
The Tab,https://thetab.com/2025/05/19/doctor-reveals-what-bidens-cancer-diagnosis-means-and-if-its-likely-to-be-curable,politics,2025-05-19T10:39:06+00:00,"Doctor reveals what Biden’s cancer diagnosis means, and if it’s likely to be curable",14,629,2025-06-16T14:37:08.572210+00:00
The Tab,https://thetab.com/2025/05/19/doctor-reveals-what-bidens-cancer-diagnosis-means-and-if-its-likely-to-be-curable,politics,2025-05-19T10:39:06+00:00,"Doctor reveals what Biden’s cancer diagnosis means, and if it’s likely to be curable",14,629,2025-06-16T14:37:08.701916+00:00
The Tab,https://thetab.com/2025/05/13/donald-trump-goes-viral-for-unhinged-ramblings-about-ozempic-and-seriously-overweight-friend,politics,2025-05-13T11:52:45+00:00,Donald Trump goes viral for unhinged ramblings about Ozempic and ‘seriously overweight’ friend,13,769,2025-06-16T14:37:09.418956+00:00
The Tab,https://thetab.com/2025/05/13/donald-trump-goes-viral-for-unhinged-ramblings-about-ozempic-and-seriously-overweight-friend,politics,2025-05-13T11:52:45+00:00,Donald Trump goes viral for unhinged ramblings about Ozempic and ‘seriously overweight’ friend,13,769,2025-06-16T14:37:09.599756+00:00
The Tab,https://thetab.com/2025/05/02/hold-on-why-is-the-us-trying-to-ban-furries-because-of-a-debunked-conspiracy-theory,politics,2025-05-02T10:51:55+00:00,"Hold on, why is the US trying to ban Furries because of a debunked conspiracy theory?",16,868,2025-06-16T14:37:10.288529+00:00
The Tab,https://thetab.com/2025/05/02/hold-on-why-is-the-us-trying-to-ban-furries-because-of-a-debunked-conspiracy-theory,politics,2025-05-02T10:51:55+00:00,"Hold on, why is the US trying to ban Furries because of a debunked conspiracy theory?",16,868,2025-06-16T14:37:10.465222+00:00
The Tab,https://thetab.com/2025/04/03/donald-trump-warns-uk-about-retaliating-against-tariffs-with-spine-chilling-six-word-threat,politics,2025-04-03T10:39:34+00:00,Donald Trump warns UK about retaliating against tariffs with spine chilling six-word threat,13,793,2025-06-16T14:37:11.158917+00:00
The Tab,https://thetab.com/2025/04/03/donald-trump-warns-uk-about-retaliating-against-tariffs-with-spine-chilling-six-word-threat,politics,2025-04-03T10:39:34+00:00,Donald Trump warns UK about retaliating against tariffs with spine chilling six-word threat,13,793,2025-06-16T14:37:11.429121+00:00
The Tab,https://thetab.com/2025/03/24/donald-trump-is-raging-over-a-very-accurate-portrait-of-him-and-you-need-to-see-it,politics,2025-03-24T11:56:28+00:00,Donald Trump is raging over a very accurate portrait of him and you need to see it,17,637,2025-06-16T14:37:12.158616+00:00
The Tab,https://thetab.com/2025/03/24/donald-trump-is-raging-over-a-very-accurate-portrait-of-him-and-you-need-to-see-it,politics,2025-03-24T11:56:28+00:00,Donald Trump is raging over a very accurate portrait of him and you need to see it,17,637,2025-06-16T14:37:12.367229+00:00
The Tab,https://thetab.com/2025/03/12/this-is-what-was-written-on-trumps-notes-at-the-tesla-event-and-its-actually-hilarious,politics,2025-03-12T16:21:22+00:00,This is what was written on Trump’s notes at the Tesla event and it’s actually hilarious,16,692,2025-06-16T14:37:13.280425+00:00
The Tab,https://thetab.com/2025/03/12/this-is-what-was-written-on-trumps-notes-at-the-tesla-event-and-its-actually-hilarious,politics,2025-03-12T16:21:22+00:00,This is what was written on Trump’s notes at the Tesla event and it’s actually hilarious,16,692,2025-06-16T14:37:13.439727+00:00
The Tab,https://thetab.com/2025/02/26/ok-heres-what-is-actually-going-on-with-that-weird-looking-bruise-on-donald-trumps-hand,politics,2025-02-26T16:33:22+00:00,"Ok, here’s what is actually going on with that weird looking bruise on Donald Trump’s hand",16,618,2025-06-16T14:37:14.098657+00:00
The Tab,https://thetab.com/2025/02/26/ok-heres-what-is-actually-going-on-with-that-weird-looking-bruise-on-donald-trumps-hand,politics,2025-02-26T16:33:22+00:00,"Ok, here’s what is actually going on with that weird looking bruise on Donald Trump’s hand",16,618,2025-06-16T14:37:14.268994+00:00
The Tab,https://thetab.com/2025/05/09/its-not-my-fault-youre-poor-how-classism-fuels-the-uni-of-leeds-vs-beckett-rivalry,opinion,2025-05-09T14:22:43+00:00,‘It’s not my fault you’re poor’: How classism fuels the Uni of Leeds vs Beckett rivalry,16,1721,2025-06-16T14:37:15.121620+00:00
The Tab,https://thetab.com/2025/05/09/its-not-my-fault-youre-poor-how-classism-fuels-the-uni-of-leeds-vs-beckett-rivalry,opinion,2025-05-09T14:22:43+00:00,‘It’s not my fault you’re poor’: How classism fuels the Uni of Leeds vs Beckett rivalry,16,1721,2025-06-16T14:37:15.370556+00:00
The Tab,https://thetab.com/2024/10/12/rare-illness-and-durham-two-contrasting-freshers-weeks-and-how-i-recovered,opinion,2024-10-12T16:37:10+00:00,Rare illness and Durham: Two contrasting Freshers’ Weeks and how I recovered,12,1158,2025-06-16T14:37:16.197389+00:00
The Tab,https://thetab.com/2024/10/12/rare-illness-and-durham-two-contrasting-freshers-weeks-and-how-i-recovered,opinion,2024-10-12T16:37:10+00:00,Rare illness and Durham: Two contrasting Freshers’ Weeks and how I recovered,12,1158,2025-06-16T14:37:16.330013+00:00
The Tab,https://thetab.com/2024/09/10/cheers-for-the-email-but-what-else-disappointment-with-uni-response-after-riots-in-bristol,opinion,2024-09-10T09:37:39+00:00,Bristol Uni’s response to far-right riots was hollow: Students deserve more than an email,14,1313,2025-06-16T14:37:16.951748+00:00
The Tab,https://thetab.com/2024/09/10/cheers-for-the-email-but-what-else-disappointment-with-uni-response-after-riots-in-bristol,opinion,2024-09-10T09:37:39+00:00,Bristol Uni’s response to far-right riots was hollow: Students deserve more than an email,14,1313,2025-06-16T14:37:17.097248+00:00
The Tab,https://thetab.com/2024/04/02/opinion-can-you-still-enjoy-university-without-participating-in-the-drinking-culture,opinion,2024-04-02T15:19:54+00:00,Opinion: You can still enjoy Bristol University without participating in drinking culture,12,1094,2025-06-16T14:37:17.975154+00:00
The Tab,https://thetab.com/2024/04/02/opinion-can-you-still-enjoy-university-without-participating-in-the-drinking-culture,opinion,2024-04-02T15:19:54+00:00,Opinion: You can still enjoy Bristol University without participating in drinking culture,12,1094,2025-06-16T14:37:18.105340+00:00
The Tab,https://thetab.com/2024/03/08/international-womens-day-2024-quotes,opinion,2024-03-08T13:33:05+00:00,"Let’s admit it, International Women’s Day has never felt more pointless",11,1015,2025-06-16T14:37:18.903049+00:00
The Tab,https://thetab.com/2024/03/08/international-womens-day-2024-quotes,opinion,2024-03-08T13:33:05+00:00,"Let’s admit it, International Women’s Day has never felt more pointless",11,1015,2025-06-16T14:37:19.025168+00:00
The Tab,https://thetab.com/2024/01/10/stanley-cup-limited-edition-popular,opinion,2024-01-10T17:17:15+00:00,"Sorry, but Stanley Cups are criminally ugly",7,896,2025-06-16T14:37:20.098604+00:00
The Tab,https://thetab.com/2024/01/10/stanley-cup-limited-edition-popular,opinion,2024-01-10T17:17:15+00:00,"Sorry, but Stanley Cups are criminally ugly",7,896,2025-06-16T14:37:20.423355+00:00
The Tab,https://thetab.com/2023/11/09/mean-girls-movie-trailer-cast,opinion,2023-11-09T12:24:34+00:00,"Sorry, you can already tell the new Mean Girls musical film is a big fat flop",16,621,2025-06-16T14:37:21.125034+00:00
The Tab,https://thetab.com/2023/11/09/mean-girls-movie-trailer-cast,opinion,2023-11-09T12:24:34+00:00,"Sorry, you can already tell the new Mean Girls musical film is a big fat flop",16,621,2025-06-16T14:37:21.256034+00:00
The Tab,https://thetab.com/2023/10/25/sorry-but-pumpkin-patches-are-not-only-basic-theyre-the-biggest-scam-going,opinion,2023-10-25T16:52:11+00:00,"Sorry but Pumpkin patches are not only basic, they’re the biggest scam going",13,858,2025-06-16T14:37:22.078952+00:00
The Tab,https://thetab.com/2023/10/25/sorry-but-pumpkin-patches-are-not-only-basic-theyre-the-biggest-scam-going,opinion,2023-10-25T16:52:11+00:00,"Sorry but Pumpkin patches are not only basic, they’re the biggest scam going",13,858,2025-06-16T14:37:22.218597+00:00
The Tab,https://thetab.com/2025/06/13/bristol-is-defo-vegan-banana-bread-but-heres-every-blank-street-item-as-a-russell-group-uni,guides,2025-06-13T14:21:17+00:00,"Bristol is defo vegan banana bread, but here’s every Blank Street item as a Russell Group uni",17,1346,2025-06-16T14:37:22.634461+00:00
The Tab,https://thetab.com/2025/06/13/bristol-is-defo-vegan-banana-bread-but-heres-every-blank-street-item-as-a-russell-group-uni,guides,2025-06-13T14:21:17+00:00,"Bristol is defo vegan banana bread, but here’s every Blank Street item as a Russell Group uni",17,1346,2025-06-16T14:37:22.827033+00:00
The Tab,https://thetab.com/2025/06/13/here-are-the-31-things-youre-bound-to-experience-when-moving-out-of-your-university-halls,guides,2025-06-13T10:49:48+00:00,Here are the 31 things you’re bound to experience when moving out of your university halls,16,930,2025-06-16T14:37:22.961417+00:00
The Tab,https://thetab.com/2025/06/13/here-are-the-31-things-youre-bound-to-experience-when-moving-out-of-your-university-halls,guides,2025-06-13T10:49:48+00:00,Here are the 31 things you’re bound to experience when moving out of your university halls,16,930,2025-06-16T14:37:23.110683+00:00
The Tab,https://thetab.com/2025/06/11/just-32-pieces-of-unhinged-landlord-propaganda-students-are-categorically-not-falling-for,guides,2025-06-11T15:59:10+00:00,Just 32 pieces of unhinged landlord propaganda students are categorically not falling for,13,995,2025-06-16T14:37:23.341379+00:00
The Tab,https://thetab.com/2025/06/11/just-32-pieces-of-unhinged-landlord-propaganda-students-are-categorically-not-falling-for,guides,2025-06-11T15:59:10+00:00,Just 32 pieces of unhinged landlord propaganda students are categorically not falling for,13,995,2025-06-16T14:37:23.473609+00:00
The Tab,https://thetab.com/2025/06/11/heres-how-to-avoid-getting-blood-clots-on-long-flights-if-youre-on-the-contraceptive-pill,guides,2025-06-11T14:39:34+00:00,Here’s how to avoid getting blood clots on long flights if you’re on the contraceptive pill,16,617,2025-06-16T14:37:23.739640+00:00
The Tab,https://thetab.com/2025/06/11/heres-how-to-avoid-getting-blood-clots-on-long-flights-if-youre-on-the-contraceptive-pill,guides,2025-06-11T14:39:34+00:00,Here’s how to avoid getting blood clots on long flights if you’re on the contraceptive pill,16,617,2025-06-16T14:37:23.881371+00:00
The Tab,https://thetab.com/2025/06/11/looking-for-love-these-are-the-best-hinge-pickup-lines-for-gen-z-according-to-chat-gpt,guides,2025-06-11T13:52:26+00:00,"Looking for love? These are the best Hinge pickup lines for Gen Z, according to Chat GPT",17,894,2025-06-16T14:37:24.561924+00:00
The Tab,https://thetab.com/2025/06/11/looking-for-love-these-are-the-best-hinge-pickup-lines-for-gen-z-according-to-chat-gpt,guides,2025-06-11T13:52:26+00:00,"Looking for love? These are the best Hinge pickup lines for Gen Z, according to Chat GPT",17,894,2025-06-16T14:37:24.687605+00:00
The Tab,https://thetab.com/2025/06/10/pret-a-manger-uni-guide-russell-groups-ranked-by-number-of-prets-within-a-mile-of-campus,guides,2025-06-10T16:58:51+00:00,Pret A Manger Uni Guide: Russell Groups ranked by number of Prets within a mile of campus,17,1254,2025-06-16T14:37:25.022049+00:00
The Tab,https://thetab.com/2025/06/10/pret-a-manger-uni-guide-russell-groups-ranked-by-number-of-prets-within-a-mile-of-campus,guides,2025-06-10T16:58:51+00:00,Pret A Manger Uni Guide: Russell Groups ranked by number of Prets within a mile of campus,17,1254,2025-06-16T14:37:25.159670+00:00
The Tab,https://thetab.com/2025/06/09/no-ifs-or-buts-heres-which-meal-deal-each-of-the-iconic-pop-girlies-would-be,guides,2025-06-09T14:46:37+00:00,"No ifs or buts, here’s which meal deal each of the iconic pop girlies would be",16,1179,2025-06-16T14:37:25.868848+00:00
The Tab,https://thetab.com/2025/06/09/no-ifs-or-buts-heres-which-meal-deal-each-of-the-iconic-pop-girlies-would-be,guides,2025-06-09T14:46:37+00:00,"No ifs or buts, here’s which meal deal each of the iconic pop girlies would be",16,1179,2025-06-16T14:37:26.016657+00:00
The Tab,https://thetab.com/2025/06/04/these-incredibly-wholesome-tiktokers-make-the-chronic-screen-time-feel-totally-worth-it,guides,2025-06-04T11:41:36+00:00,These incredibly wholesome TikTokers make the chronic screen time feel totally worth it,13,1313,2025-06-16T14:37:26.841930+00:00
The Tab,https://thetab.com/2025/06/04/these-incredibly-wholesome-tiktokers-make-the-chronic-screen-time-feel-totally-worth-it,guides,2025-06-04T11:41:36+00:00,These incredibly wholesome TikTokers make the chronic screen time feel totally worth it,13,1313,2025-06-16T14:37:26.962008+00:00
